instance,alpha,num_iterations,score,time
dat/project.6.dat,0.2,8,5.5,0.123789
dat/project.6.dat,0.2,9,5.5,0.140018
dat/project.6.dat,0.2,10,5.5,0.156583
dat/project.6.dat,0.4,1,5.5,0.0163027
dat/project.6.dat,0.4,2,5.5,0.0366027
dat/project.6.dat,0.4,3,5.5,0.048689
dat/project.6.dat,0.4,4,5.5,0.0648733
dat/project.6.dat,0.4,5,5.5,0.081035
dat/project.6.dat,0.4,6,5.5,0.0971891
dat/project.6.dat,0.4,7,5.5,0.113325
dat/project.6.dat,0.4,8,5.5,0.136841
dat/project.6.dat,0.4,9,5.5,0.145235
dat/project.6.dat,0.4,10,5.5,0.169784
dat/project.6.dat,0.6,1,5.5,0.0162645
dat/project.6.dat,0.6,2,5.5,0.0324935
dat/project.6.dat,0.6,3,5.5,0.04924
dat/project.6.dat,0.6,4,5.5,0.065123
dat/project.6.dat,0.6,5,5.5,0.122127
dat/project.6.dat,0.6,6,5.5,0.138296
dat/project.6.dat,0.6,7,5.5,0.154736
dat/project.6.dat,0.6,8,5.5,0.171089
dat/project.6.dat,0.6,9,5.5,0.188184
dat/project.6.dat,0.6,10,5.5,0.20367
dat/project.6.dat,0.8,1,5.5,0.0083057
dat/project.6.dat,0.8,2,5.5,0.0244703
dat/project.6.dat,0.8,3,5.5,0.0416785
dat/project.6.dat,0.8,4,5.5,0.0572825
dat/project.6.dat,0.8,5,5.5,0.0737331
dat/project.6.dat,0.8,6,5.5,0.0900342
dat/project.6.dat,0.8,7,5.5,0.107318
dat/project.6.dat,0.8,8,5.5,0.122403
dat/project.6.dat,0.8,9,5.5,0.129873
dat/project.6.dat,0.8,10,5.5,0.146251
dat/project.6.dat,1,1,5.5,0.0194002
dat/project.6.dat,1,2,5.5,0.0333315
dat/project.6.dat,1,3,5.5,0.0499038
dat/project.6.dat,1,4,5.5,0.0665048
dat/project.6.dat,1,5,5.5,0.0830884
dat/project.6.dat,1,6,5.5,0.100313
dat/project.6.dat,1,7,5.5,0.117657
dat/project.6.dat,1,8,5.5,0.131975
dat/project.6.dat,1,9,5.5,0.148162
dat/project.6.dat,1,10,5.5,0.164494
dat/project.7.dat,0,1,4.44212e-43,0.0083507
dat/project.7.dat,0,2,4.44212e-43,0.0163529
dat/project.7.dat,0,3,4.44212e-43,0.0328026
dat/project.7.dat,0,4,4.44212e-43,0.0454106
dat/project.7.dat,0,5,4.44212e-43,0.0570847
dat/project.7.dat,0,6,4.44212e-43,0.0652951
dat/project.7.dat,0,7,4.44212e-43,0.0815871
dat/project.7.dat,0,8,4.44212e-43,0.0936392
dat/project.7.dat,0,9,4.44212e-43,0.10623
dat/project.7.dat,0,10,4.44212e-43,0.114625
dat/project.7.dat,0.2,1,4.44212e-43,0.0089772
dat/project.7.dat,0.2,2,4.44212e-43,0.0256049
dat/project.7.dat,0.2,3,4.44212e-43,0.03329
dat/project.7.dat,0.2,4,4.44212e-43,0.0495579
dat/project.7.dat,0.2,5,4.44212e-43,0.0586972
dat/project.7.dat,0.2,6,4.44212e-43,0.065821
dat/project.7.dat,0.2,7,4.44212e-43,0.0821977
dat/project.7.dat,0.2,8,4.44212e-43,0.0903397
dat/project.7.dat,0.2,9,4.44212e-43,0.0989916
