instance,alpha,num_iterations,score,time
040,0.8,3,41.01,0.227454
040,0.8,4,41.01,0.314727
040,0.8,5,41.01,0.372518
040,0.8,6,41.01,0.435852
040,0.8,7,41.01,0.49462
040,0.8,8,41.01,0.54823
040,0.8,9,41.01,0.60364
040,0.8,10,41.01,0.672914
040,1,1,40.35,0.0528124
040,1,2,40.35,0.114407
040,1,3,40.35,0.168028
040,1,4,41.01,0.240129
040,1,5,41.01,0.300749
040,1,6,41.01,0.350178
040,1,7,41.01,0.407491
040,1,8,41.01,0.471851
040,1,9,41.01,0.5274
040,1,10,41.01,0.58092
050,0,1,13.13,0.040466
050,0.2,1,13.13,0.0398982
050,0.2,2,13.22,0.0753622
050,0.2,3,13.22,0.11571
050,0.2,4,13.22,0.152652
050,0.2,5,13.22,0.187339
050,0.2,6,13.22,0.224074
050,0.2,7,13.22,0.272025
050,0.2,8,13.22,0.325561
050,0.2,9,13.22,0.360224
050,0.2,10,13.22,0.396435
050,0.4,1,13.57,0.0408157
050,0.4,2,13.57,0.0815033
050,0.4,3,13.57,0.114763
050,0.4,4,13.57,0.157302
050,0.4,5,13.57,0.19978
050,0.4,6,13.57,0.255493
050,0.4,7,13.57,0.291563
050,0.4,8,13.57,0.326416
050,0.4,9,13.57,0.365339
050,0.4,10,13.57,0.401481
050,0.6,1,13.13,0.0365959
050,0.6,2,13.13,0.0743539
050,0.6,3,13.13,0.114401
050,0.6,4,13.13,0.148885
050,0.6,5,13.13,0.183754
050,0.6,6,13.13,0.219884
050,0.6,7,13.13,0.255353
050,0.6,8,13.57,0.298393
050,0.6,9,13.57,0.332312
050,0.6,10,13.57,0.371339
050,0.8,1,13.57,0.0381344
050,0.8,2,13.57,0.0758784
050,0.8,3,13.57,0.111714
050,0.8,4,13.57,0.153927
050,0.8,5,13.57,0.192405
050,0.8,6,13.57,0.234621
050,0.8,7,13.57,0.272389
050,0.8,8,13.57,0.306859
050,0.8,9,13.57,0.339219
050,0.8,10,13.57,0.385076
050,1,1,13.22,0.038171
050,1,2,13.22,0.0727551
050,1,3,13.22,0.108256
050,1,4,13.57,0.170814
050,1,5,13.57,0.205668
050,1,6,13.57,0.254828
050,1,7,13.57,0.295655
050,1,8,13.57,0.330683
050,1,9,13.57,0.364374
050,1,10,13.57,0.397979
060,0,1,146.97,0.378001
060,0.2,1,146.92,0.339726
060,0.2,2,146.97,0.760573
060,0.2,3,146.97,1.00506
060,0.2,4,146.97,1.37873
060,0.2,5,146.97,1.92794
060,0.2,6,146.97,2.35582
060,0.2,7,146.97,2.75181
060,0.2,8,146.97,3.40807
060,0.2,9,146.97,3.77653
060,0.2,10,146.97,4.28984
060,0.4,1,146.72,0.287758
060,0.4,2,146.97,0.734188
060,0.4,3,146.97,1.23593
060,0.4,4,146.97,1.73462
060,0.4,5,146.97,2.11672
060,0.4,6,146.97,2.49989
060,0.4,7,146.97,2.89897
060,0.4,8,146.97,3.28944
060,0.4,9,146.97,3.52893
060,0.4,10,146.97,3.85387
060,0.6,1,142.18,0.324091
060,0.6,2,144.29,0.686515
060,0.6,3,146.97,1.07319
060,0.6,4,146.97,1.64484
060,0.6,5,146.97,1.99919
060,0.6,6,146.97,2.26312
060,0.6,7,146.97,2.74477
060,0.6,8,146.97,3.10657
060,0.6,9,146.97,3.44651
060,0.6,10,146.97,3.80395
060,0.8,1,144.29,0.381296
060,0.8,2,146.72,0.665602
060,0.8,3,146.72,1.05131
060,0.8,4,146.97,1.40516
060,0.8,5,146.97,1.79173
060,0.8,6,146.97,2.17455
060,0.8,7,146.97,2.61432
060,0.8,8,146.97,2.99399
060,0.8,9,146.97,5.1506
060,0.8,10,146.97,5.63728
060,1,1,146.97,0.519859
060,1,2,146.97,0.852932
060,1,3,146.97,1.39405
060,1,4,146.97,1.74573
060,1,5,146.97,2.1975
060,1,6,146.97,2.57388
060,1,7,146.97,6.40223
060,1,8,146.97,6.78897
060,1,9,146.97,7.47732
060,1,10,146.97,8.03711
070,0,1,100.52,0.598295
070,0.2,1,98.98,0.305691
070,0.2,2,99.07,0.670815
070,0.2,3,99.07,1.00214
070,0.2,4,99.07,1.35885
070,0.2,5,99.07,1.64244
070,0.2,6,99.07,1.99757
070,0.2,7,100.52,2.59062
070,0.2,8,101.14,3.19511
070,0.2,9,101.14,3.81386
070,0.2,10,101.14,4.27635
070,0.4,1,99.07,0.85138
070,0.4,2,100.52,1.9235
070,0.4,3,100.52,2.52515
070,0.4,4,100.52,3.67774
070,0.4,5,100.52,4.25355
070,0.4,6,100.52,4.91904
070,0.4,7,100.52,5.77005
070,0.4,8,100.52,6.64617
070,0.4,9,100.52,7.10663
070,0.4,10,100.52,7.54225
070,0.6,1,101.14,0.661523
070,0.6,2,101.14,1.18197
070,0.6,3,101.14,1.77141
070,0.6,4,101.14,2.50813
070,0.6,5,101.14,3.14834
070,0.6,6,101.14,3.7437
070,0.6,7,101.14,4.46716
070,0.6,8,101.14,5.1247
070,0.6,9,101.14,5.71985
070,0.6,10,101.14,6.19269
070,0.8,1,99.19,0.429063
070,0.8,2,99.19,1.03242
070,0.8,3,99.19,1.39222
070,0.8,4,101.14,2.09683
070,0.8,5,101.14,2.78938
070,0.8,6,101.14,3.58675
070,0.8,7,101.14,4.22829
070,0.8,8,101.14,4.89043
070,0.8,9,101.14,5.75143
070,0.8,10,101.14,6.34791
070,1,1,100.52,0.845037
070,1,2,100.52,1.67788
070,1,3,100.52,2.63129
070,1,4,100.52,3.56075
070,1,5,100.52,4.1857
070,1,6,100.52,4.70899
070,1,7,100.52,5.4763
070,1,8,100.55,5.99864
070,1,9,100.55,6.80323
070,1,10,100.55,7.4567
080,0,1,236.82,1.79448
080,0.2,1,236.82,1.38725
080,0.2,2,236.82,3.07602
080,0.2,3,236.82,4.37247
080,0.2,4,236.92,5.49438
080,0.2,5,236.92,7.11152
080,0.2,6,236.92,8.44235
080,0.2,7,236.92,10.092
080,0.2,8,236.92,11.4516
080,0.2,9,236.92,12.5686
080,0.2,10,236.92,28.0659
080,0.4,1,236.48,4.23159
080,0.4,2,236.48,61.2892
080,0.6,1,-1,61.0711
080,0.8,1,237.42,25.791
080,0.8,2,237.42,27.2983
080,0.8,3,237.42,41.8489
080,0.8,4,237.42,43.516
080,0.8,5,237.42,60.3158
080,1,1,236.48,3.45889
080,1,2,236.48,60.9621
090,0,1,122.53,0.909811
090,0.2,1,122.53,0.957188
090,0.2,2,123,2.70093
090,0.2,3,123,4.10928
090,0.2,4,124.45,5.70597
090,0.2,5,124.45,6.54538
090,0.2,6,124.45,7.41854
090,0.2,7,124.45,8.5151
090,0.2,8,124.45,9.66383
090,0.2,9,124.45,10.4997
090,0.2,10,124.45,11.3966
090,0.4,1,123.73,0.966657
090,0.4,2,123.75,2.42157
090,0.4,3,124.55,3.5392
090,0.4,4,124.81,5.01543
090,0.4,5,124.81,5.99549
