instance,alpha,num_iterations,score,time
dat/project.6.dat,0.4,5,5.5,0.0472085
dat/project.6.dat,0.4,6,5.5,0.0472085
dat/project.6.dat,0.4,7,5.5,0.0635126
dat/project.6.dat,0.4,8,5.5,0.0635126
dat/project.6.dat,0.4,9,5.5,0.0804117
dat/project.6.dat,0.4,10,5.5,0.0939155
dat/project.6.dat,0.6,1,5.5,0.0142618
dat/project.6.dat,0.6,2,5.5,0.0142618
dat/project.6.dat,0.6,3,5.5,0.0315685
dat/project.6.dat,0.6,4,5.5,0.0315685
dat/project.6.dat,0.6,5,5.5,0.0476753
dat/project.6.dat,0.6,6,5.5,0.0476753
dat/project.6.dat,0.6,7,5.5,0.0643198
dat/project.6.dat,0.6,8,5.5,0.0643198
dat/project.6.dat,0.6,9,5.5,0.0813343
dat/project.6.dat,0.6,10,5.5,0.0813343
dat/project.6.dat,0.8,1,5.5,0
dat/project.6.dat,0.8,2,5.5,0.0119581
dat/project.6.dat,0.8,3,5.5,0.0119581
dat/project.6.dat,0.8,4,5.5,0.0281728
dat/project.6.dat,0.8,5,5.5,0.0281728
dat/project.6.dat,0.8,6,5.5,0.0448786
dat/project.6.dat,0.8,7,5.5,0.0448786
dat/project.6.dat,0.8,8,5.5,0.0614224
dat/project.6.dat,0.8,9,5.5,0.0783484
dat/project.6.dat,0.8,10,5.5,0.0783484
dat/project.6.dat,1,1,5.5,0
dat/project.6.dat,1,2,5.5,0.0172066
dat/project.6.dat,1,3,5.5,0.0252142
dat/project.6.dat,1,4,5.5,0.0338468
dat/project.6.dat,1,5,5.5,0.0338468
dat/project.6.dat,1,6,5.5,0.0506465
dat/project.6.dat,1,7,5.5,0.0506465
dat/project.6.dat,1,8,5.5,0.0673142
dat/project.6.dat,1,9,5.5,0.0673142
dat/project.6.dat,1,10,5.5,0.0837527
dat/project.7.dat,0,1,-1,0
dat/project.7.dat,0.2,1,-1,0
dat/project.7.dat,0.4,1,-1,0
